IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
091098517,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,10/24/2009,12:00,BAYVIEW,NONE,0 Block of DORMAN AV,-122.402862631723,37.7396192670024,"(37.7396192670024, -122.402862631723)",9109851707021
091096618,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,10/24/2009,12:00,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421264331104,37.743584765874,"(37.743584765874, -122.421264331104)",9109661809320
091097860,NON-CRIMINAL,LOST PROPERTY,Saturday,10/24/2009,12:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",9109786071000
091199579,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Saturday,10/24/2009,12:00,PARK,NONE,0 Block of SEYMOUR ST,-122.437870979787,37.7792989591575,"(37.7792989591575, -122.437870979787)",9119957912120
096105606,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,10/24/2009,12:00,TARAVAL,NONE,1500 Block of 25TH AV,-122.483156462907,37.7586013473339,"(37.7586013473339, -122.483156462907)",9610560628150
091098517,VEHICLE THEFT,STOLEN TRUCK,Saturday,10/24/2009,12:00,BAYVIEW,NONE,0 Block of DORMAN AV,-122.402862631723,37.7396192670024,"(37.7396192670024, -122.402862631723)",9109851707025
091096618,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,10/24/2009,12:00,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421264331104,37.743584765874,"(37.743584765874, -122.421264331104)",9109661806373
091111250,MISSING PERSON,MISSING ADULT,Saturday,10/24/2009,12:00,PARK,LOCATED,HAIGHT ST / ASHBURY ST,-122.446933310975,37.7700061988358,"(37.7700061988358, -122.446933310975)",9111125074000
091095911,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,10/24/2009,11:55,PARK,"ARREST, BOOKED",1800 Block of HAIGHT ST,-122.452706340322,37.7692156705894,"(37.7692156705894, -122.452706340322)",9109591116030
091095911,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Saturday,10/24/2009,11:55,PARK,"ARREST, BOOKED",1800 Block of HAIGHT ST,-122.452706340322,37.7692156705894,"(37.7692156705894, -122.452706340322)",9109591116060
091096395,SUSPICIOUS OCC,UNUSUAL OCCURENCE,Saturday,10/24/2009,11:49,TENDERLOIN,NONE,400 Block of TURK ST,-122.416342977622,37.7824465135592,"(37.7824465135592, -122.416342977622)",9109639564090
091098266,MISSING PERSON,MISSING JUVENILE,Saturday,10/24/2009,11:46,BAYVIEW,LOCATED,0 Block of LEDYARD ST,-122.402116556292,37.7332354676556,"(37.7332354676556, -122.402116556292)",9109826674010
091096066,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,10/24/2009,11:45,TENDERLOIN,NONE,100 Block of TURK ST,-122.411615075408,37.7831614109395,"(37.7831614109395, -122.411615075408)",9109606664020
091096088,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,10/24/2009,11:40,MISSION,PSYCHOPATHIC CASE,3200 Block of 24TH ST,-122.416551372097,37.7524095591909,"(37.7524095591909, -122.416551372097)",9109608864020
091096044,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Saturday,10/24/2009,11:35,BAYVIEW,NONE,1500 Block of MCKINNON AV,-122.388278470384,37.7353946024567,"(37.7353946024567, -122.388278470384)",9109604407055
091096248,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Saturday,10/24/2009,11:30,MISSION,"ARREST, BOOKED",3300 Block of CESAR CHAVEZ ST,-122.417067044038,37.748285429414,"(37.748285429414, -122.417067044038)",9109624816625
091096248,WARRANTS,WARRANT ARREST,Saturday,10/24/2009,11:30,MISSION,"ARREST, BOOKED",3300 Block of CESAR CHAVEZ ST,-122.417067044038,37.748285429414,"(37.748285429414, -122.417067044038)",9109624863010
091096113,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,10/24/2009,11:26,BAYVIEW,NONE,1300 Block of PHELPS ST,-122.393757742747,37.7370014513939,"(37.7370014513939, -122.393757742747)",9109611361030
091097484,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,10/24/2009,11:24,CENTRAL,NONE,200 Block of GEARY ST,-122.407434989523,37.7875158741623,"(37.7875158741623, -122.407434989523)",9109748407021
091096022,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,10/24/2009,11:24,MISSION,"ARREST, BOOKED",VALENCIA ST / 17TH ST,-122.421733767763,37.7632996945938,"(37.7632996945938, -122.421733767763)",9109602262050
091096016,TRESPASS,TRESPASSING,Saturday,10/24/2009,11:15,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",9109601627195
091096210,OTHER OFFENSES,CONSPIRACY,Saturday,10/24/2009,11:07,NORTHERN,"ARREST, BOOKED",500 Block of BUCHANAN ST,-122.427610451425,37.7751025163561,"(37.7751025163561, -122.427610451425)",9109621026080
091096210,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/24/2009,11:07,NORTHERN,"ARREST, BOOKED",500 Block of BUCHANAN ST,-122.427610451425,37.7751025163561,"(37.7751025163561, -122.427610451425)",9109621006244
091103025,NON-CRIMINAL,LOST PROPERTY,Saturday,10/24/2009,11:00,RICHMOND,NONE,3400 Block of GEARY BL,-122.455926664711,37.7815273646691,"(37.7815273646691, -122.455926664711)",9110302571000
091102419,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,10/24/2009,11:00,NORTHERN,NONE,GEARY BL / GOUGH ST,-122.424688703591,37.7853339640306,"(37.7853339640306, -122.424688703591)",9110241906112
096106535,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,10/24/2009,11:00,TARAVAL,NONE,1200 Block of 21ST AV,-122.479262124399,37.7643941858848,"(37.7643941858848, -122.479262124399)",9610653528150
091107362,ASSAULT,THREATS AGAINST LIFE,Saturday,10/24/2009,11:00,NORTHERN,NONE,1200 Block of FILLMORE ST,-122.432168165552,37.7809799644491,"(37.7809799644491, -122.432168165552)",9110736219057
091096226,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,10/24/2009,11:00,MISSION,NONE,3800 Block of 24TH ST,-122.429108515468,37.7516590981092,"(37.7516590981092, -122.429108515468)",9109622606374
096135045,NON-CRIMINAL,LOST PROPERTY,Saturday,10/24/2009,11:00,MISSION,NONE,POTRERO AV / 16TH ST,-122.407538332319,37.7657827544276,"(37.7657827544276, -122.407538332319)",9613504571000
091122605,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,10/24/2009,11:00,PARK,NONE,1400 Block of 7TH AV,-122.464044777804,37.7613161836641,"(37.7613161836641, -122.464044777804)",9112260505073
091102419,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,10/24/2009,11:00,NORTHERN,NONE,GEARY BL / GOUGH ST,-122.424688703591,37.7853339640306,"(37.7853339640306, -122.424688703591)",9110241909320
091102544,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Saturday,10/24/2009,11:00,NORTHERN,NONE,1800 Block of BUCHANAN ST,-122.430007139056,37.7869900308263,"(37.7869900308263, -122.430007139056)",9110254405153
096105838,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,10/24/2009,10:45,CENTRAL,NONE,GRANT AV / SUTTER ST,-122.405402610955,37.7896302266935,"(37.7896302266935, -122.405402610955)",9610583806374
091096721,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Saturday,10/24/2009,10:41,BAYVIEW,NONE,1500 Block of THOMAS AV,-122.390412274884,37.7298480138652,"(37.7298480138652, -122.390412274884)",9109672116645
091103928,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,10/24/2009,10:30,SOUTHERN,NONE,200 Block of 9TH ST,-122.412845031536,37.7748170645635,"(37.7748170645635, -122.412845031536)",9110392806302
091099496,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,10/24/2009,10:30,SOUTHERN,NONE,PERRY ST / 3RD ST,-122.396844646399,37.7821181034463,"(37.7821181034463, -122.396844646399)",9109949607021
091096599,OTHER OFFENSES,RESISTING ARREST,Saturday,10/24/2009,10:24,PARK,"ARREST, BOOKED",600 Block of COLE ST,-122.450682500949,37.7690417439297,"(37.7690417439297, -122.450682500949)",9109659927170
091096599,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,10/24/2009,10:24,PARK,"ARREST, BOOKED",600 Block of COLE ST,-122.450682500949,37.7690417439297,"(37.7690417439297, -122.450682500949)",9109659916010
091097945,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Saturday,10/24/2009,10:20,SOUTHERN,"ARREST, CITED",0 Block of 8TH ST,-122.413684555167,37.7777984628537,"(37.7777984628537, -122.413684555167)",9109794513060
096107000,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/24/2009,10:20,INGLESIDE,NONE,0 Block of CORTLAND AV,-122.421312429162,37.740344544374,"(37.740344544374, -122.421312429162)",9610700006244
091095842,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,10/24/2009,10:20,NORTHERN,"ARREST, BOOKED",0 Block of BELCHER ST,-122.430093823028,37.7685147647952,"(37.7685147647952, -122.430093823028)",9109584262050
091098733,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,10/24/2009,10:12,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.419350173229,37.7610160912056,"(37.7610160912056, -122.419350173229)",9109873315150
091095789,TRESPASS,TRESPASSING,Saturday,10/24/2009,10:12,MISSION,NONE,2200 Block of MISSION ST,-122.419350173229,37.7610160912056,"(37.7610160912056, -122.419350173229)",9109578927195
091098733,ASSAULT,BATTERY,Saturday,10/24/2009,10:12,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.419350173229,37.7610160912056,"(37.7610160912056, -122.419350173229)",9109873304134
091095789,ASSAULT,BATTERY,Saturday,10/24/2009,10:12,MISSION,NONE,2200 Block of MISSION ST,-122.419350173229,37.7610160912056,"(37.7610160912056, -122.419350173229)",9109578904134
091095814,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,10/24/2009,10:10,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096502,37.7848656939526,"(37.7848656939526, -122.412784096502)",9109581416710
091095814,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,10/24/2009,10:10,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096502,37.7848656939526,"(37.7848656939526, -122.412784096502)",9109581416621
091095814,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,10/24/2009,10:10,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096502,37.7848656939526,"(37.7848656939526, -122.412784096502)",9109581462050
091102760,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,10/24/2009,10:00,SOUTHERN,NONE,300 Block of 9TH ST,-122.411277969882,37.7735786121372,"(37.7735786121372, -122.411277969882)",9110276064070
091096179,ASSAULT,BATTERY,Saturday,10/24/2009,10:00,TARAVAL,NONE,100 Block of LEE AV,-122.454170603042,37.7209619241801,"(37.7209619241801, -122.454170603042)",9109617904134
091105219,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,10/24/2009,10:00,SOUTHERN,NONE,700 Block of HARRISON ST,-122.399045655841,37.7813197113532,"(37.7813197113532, -122.399045655841)",9110521906314
091096828,NON-CRIMINAL,FOUND PROPERTY,Saturday,10/24/2009,10:00,NORTHERN,NONE,GEARY BL / LAGUNA ST,-122.427991151911,37.7849531241612,"(37.7849531241612, -122.427991151911)",9109682872000
091095795,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,10/24/2009,09:50,INGLESIDE,"ARREST, BOOKED",0 Block of BROOKDALE AV,-122.4208910342,37.7120920675614,"(37.7120920675614, -122.4208910342)",9109579504014
091095795,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,10/24/2009,09:50,INGLESIDE,"ARREST, BOOKED",0 Block of BROOKDALE AV,-122.4208910342,37.7120920675614,"(37.7120920675614, -122.4208910342)",9109579515040
091097832,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,10/24/2009,09:38,BAYVIEW,NONE,200 Block of MISSISSIPPI ST,-122.394719972768,37.7633140735383,"(37.7633140735383, -122.394719972768)",9109783228100
091097832,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,10/24/2009,09:38,BAYVIEW,NONE,200 Block of MISSISSIPPI ST,-122.394719972768,37.7633140735383,"(37.7633140735383, -122.394719972768)",9109783204013
091096577,NON-CRIMINAL,LOST PROPERTY,Saturday,10/24/2009,09:30,NORTHERN,NONE,3100 Block of OCTAVIA ST,-122.429502384369,37.801184163232,"(37.801184163232, -122.429502384369)",9109657771000
091097086,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,10/24/2009,09:30,TARAVAL,NONE,100 Block of MIRAMAR AV,-122.458249653315,37.7209509913653,"(37.7209509913653, -122.458249653315)",9109708671010
091116965,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,10/24/2009,09:10,INGLESIDE,NONE,100 Block of ELSIE ST,-122.418157094499,37.7422042836453,"(37.7422042836453, -122.418157094499)",9111696564070
091095682,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,10/24/2009,09:04,BAYVIEW,NONE,JENNINGS ST / YOSEMITE AV,-122.389801119774,37.7257932424027,"(37.7257932424027, -122.389801119774)",9109568207021
091096282,VEHICLE THEFT,STOLEN TRUCK,Saturday,10/24/2009,09:00,MISSION,NONE,3700 Block of 23RD ST,-122.427337844643,37.753361921753,"(37.753361921753, -122.427337844643)",9109628207025
091095955,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Saturday,10/24/2009,09:00,SOUTHERN,"ARREST, BOOKED",0 Block of VERONA PL,-122.448307079193,37.7356506398948,"(37.7356506398948, -122.448307079193)",9109595509210
091095808,ASSAULT,THREATS AGAINST LIFE,Saturday,10/24/2009,09:00,MISSION,NONE,2700 Block of FOLSOM ST,-122.414227348919,37.7532831691873,"(37.7532831691873, -122.414227348919)",9109580819057
091095955,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,10/24/2009,09:00,SOUTHERN,"ARREST, BOOKED",0 Block of VERONA PL,-122.448307079193,37.7356506398948,"(37.7356506398948, -122.448307079193)",9109595505013
091095955,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Saturday,10/24/2009,09:00,SOUTHERN,"ARREST, BOOKED",0 Block of VERONA PL,-122.448307079193,37.7356506398948,"(37.7356506398948, -122.448307079193)",9109595509120
091106552,NON-CRIMINAL,LOST PROPERTY,Saturday,10/24/2009,09:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",9110655271000
091096038,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,10/24/2009,09:00,NORTHERN,PSYCHOPATHIC CASE,400 Block of DUBOCE AV,-122.429532928955,37.7693759323628,"(37.7693759323628, -122.429532928955)",9109603864020
091095999,VEHICLE THEFT,STOLEN TRUCK,Saturday,10/24/2009,09:00,RICHMOND,NONE,700 Block of 7TH AV,-122.464944716156,37.774384171507,"(37.774384171507, -122.464944716156)",9109599907025
091095745,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,10/24/2009,08:40,MISSION,NONE,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",9109574564020
091095654,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Saturday,10/24/2009,08:39,TARAVAL,NONE,1700 Block of 18TH AV,-122.475539136073,37.7552000328155,"(37.7552000328155, -122.475539136073)",9109565407055
091095660,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,10/24/2009,08:34,TENDERLOIN,NONE,OFARRELL ST / JONES ST,-122.412970537591,37.7857883766888,"(37.7857883766888, -122.412970537591)",9109566016623
091095927,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Saturday,10/24/2009,08:34,CENTRAL,"ARREST, CITED",500 Block of POST ST,-122.410904846406,37.7880293922851,"(37.7880293922851, -122.410904846406)",9109592727300
091097597,KIDNAPPING,FALSE IMPRISONMENT,Saturday,10/24/2009,08:30,MISSION,NONE,700 Block of SHOTWELL ST,-122.41547928699,37.7564220901636,"(37.7564220901636, -122.41547928699)",9109759726142
091095604,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,10/24/2009,08:29,SOUTHERN,"ARREST, BOOKED",0 Block of 7TH ST,-122.412272455406,37.7802039058686,"(37.7802039058686, -122.412272455406)",9109560416660
091095604,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Saturday,10/24/2009,08:29,SOUTHERN,"ARREST, BOOKED",0 Block of 7TH ST,-122.412272455406,37.7802039058686,"(37.7802039058686, -122.412272455406)",9109560416664
091095604,OTHER OFFENSES,PROBATION VIOLATION,Saturday,10/24/2009,08:29,SOUTHERN,"ARREST, BOOKED",0 Block of 7TH ST,-122.412272455406,37.7802039058686,"(37.7802039058686, -122.412272455406)",9109560426170
091095648,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,10/24/2009,08:15,TENDERLOIN,NONE,300 Block of EDDY ST,-122.413753670487,37.78373004094,"(37.78373004094, -122.413753670487)",9109564806304
091095591,OTHER OFFENSES,RECKLESS DRIVING,Saturday,10/24/2009,08:10,MISSION,"ARREST, CITED",20TH ST / CHURCH ST,-122.428051707644,37.7580899767786,"(37.7580899767786, -122.428051707644)",9109559165020
091096925,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,10/24/2009,08:00,CENTRAL,NONE,TAYLOR ST / CALIFORNIA ST,-122.412463308935,37.7916282844068,"(37.7916282844068, -122.412463308935)",9109692507021
091095892,ASSAULT,BATTERY,Saturday,10/24/2009,07:30,NORTHERN,NONE,2500 Block of LOMBARD ST,-122.44352039096,37.7989993135254,"(37.7989993135254, -122.44352039096)",9109589204134
091095676,VEHICLE THEFT,STOLEN TRUCK,Saturday,10/24/2009,07:30,BAYVIEW,NONE,0 Block of TOPEKA AV,-122.40017736431,37.7345854632984,"(37.7345854632984, -122.40017736431)",9109567607025
091095541,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,10/24/2009,07:20,SOUTHERN,"ARREST, CITED",0 Block of 6TH ST,-122.409011206639,37.7811340568243,"(37.7811340568243, -122.409011206639)",9109554116710
091095541,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,10/24/2009,07:20,SOUTHERN,"ARREST, CITED",0 Block of 6TH ST,-122.409011206639,37.7811340568243,"(37.7811340568243, -122.409011206639)",9109554130190
091095557,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,10/24/2009,07:19,SOUTHERN,"ARREST, CITED",0 Block of 6TH ST,-122.409011206639,37.7811340568243,"(37.7811340568243, -122.409011206639)",9109555730190
091095557,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,10/24/2009,07:19,SOUTHERN,"ARREST, CITED",0 Block of 6TH ST,-122.409011206639,37.7811340568243,"(37.7811340568243, -122.409011206639)",9109555716710
096106212,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,10/24/2009,07:00,TARAVAL,NONE,1300 Block of 32ND AV,-122.491056047606,37.7619965292337,"(37.7619965292337, -122.491056047606)",9610621206372
091095529,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,10/24/2009,06:44,INGLESIDE,NONE,3600 Block of FOLSOM ST,-122.413191662083,37.7408654802224,"(37.7408654802224, -122.413191662083)",9109552964020
091095529,SUICIDE,ATTEMPTED SUICIDE,Saturday,10/24/2009,06:44,INGLESIDE,NONE,3600 Block of FOLSOM ST,-122.413191662083,37.7408654802224,"(37.7408654802224, -122.413191662083)",9109552960010
091095535,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,10/24/2009,06:30,NORTHERN,NONE,POLK ST / JACKSON ST,-122.421406974022,37.7941418920108,"(37.7941418920108, -122.421406974022)",9109553564020
091095563,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,10/24/2009,06:30,RICHMOND,NONE,2100 Block of SUTTER ST,-122.435764153945,37.7858242341974,"(37.7858242341974, -122.435764153945)",9109556306243
091095535,NON-CRIMINAL,AIDED CASE,Saturday,10/24/2009,06:30,NORTHERN,NONE,POLK ST / JACKSON ST,-122.421406974022,37.7941418920108,"(37.7941418920108, -122.421406974022)",9109553551040
091095507,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,10/24/2009,06:15,BAYVIEW,NONE,25TH ST / LITTLEFIELD TR,-122.398834102283,37.7520431532154,"(37.7520431532154, -122.398834102283)",9109550703014
091096298,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,10/24/2009,06:15,TENDERLOIN,NONE,400 Block of EDDY ST,-122.415088721046,37.7836719564372,"(37.7836719564372, -122.415088721046)",9109629806301
091095488,ASSAULT,BATTERY,Saturday,10/24/2009,06:07,TENDERLOIN,"ARREST, CITED",0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542,"(37.7811192121542, -122.412596970637)",9109548804134
091118723,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,10/24/2009,04:07,TARAVAL,NONE,1400 Block of 21ST AV,-122.479138588733,37.7606506999058,"(37.7606506999058, -122.479138588733)",9111872309320
091097531,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,10/24/2009,04:00,MISSION,NONE,0 Block of LEXINGTON ST,-122.420786867523,37.7621821162918,"(37.7621821162918, -122.420786867523)",9109753128150
096106137,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,10/24/2009,04:00,NORTHERN,NONE,3500 Block of FILLMORE ST,-122.436642504686,37.8017087892043,"(37.8017087892043, -122.436642504686)",9610613728150
091095739,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,10/24/2009,04:00,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.417295322526,37.7862578545865,"(37.7862578545865, -122.417295322526)",9109573904013
091095400,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,10/24/2009,03:50,MISSION,NONE,17TH ST / MISSION ST,-122.419515708406,37.7634292328496,"(37.7634292328496, -122.419515708406)",9109540006114
091097202,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Saturday,10/24/2009,03:30,NORTHERN,NONE,900 Block of FRANKLIN ST,-122.422442530821,37.7829271006902,"(37.7829271006902, -122.422442530821)",9109720205033
091099612,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,10/24/2009,03:30,CENTRAL,NONE,BROADWAY ST / COLUMBUS AV,-122.406669739951,37.7978641744394,"(37.7978641744394, -122.406669739951)",9109961206114
091095416,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,10/24/2009,03:27,CENTRAL,"ARREST, CITED",700 Block of BEACH ST,-122.421382146152,37.8064907829801,"(37.8064907829801, -122.421382146152)",9109541628165
091095450,OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,10/24/2009,03:01,BAYVIEW,NONE,1100 Block of CONNECTICUT ST,-122.396528521452,37.7517298311377,"(37.7517298311377, -122.396528521452)",9109545028135
091095450,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,10/24/2009,03:01,BAYVIEW,NONE,1100 Block of CONNECTICUT ST,-122.396528521452,37.7517298311377,"(37.7517298311377, -122.396528521452)",9109545015150
091095472,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,10/24/2009,03:00,NORTHERN,NONE,SANCHEZ ST / 14TH ST,-122.43119127384,37.7675951399801,"(37.7675951399801, -122.43119127384)",9109547207021
096106228,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/24/2009,03:00,TARAVAL,NONE,1300 Block of 35TH AV,-122.494134755333,37.7618607308677,"(37.7618607308677, -122.494134755333)",9610622806244
091095331,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,10/24/2009,02:50,CENTRAL,"ARREST, BOOKED",3200 Block of VANNESS AV,-122.425221057967,37.8055600294296,"(37.8055600294296, -122.425221057967)",9109533162050
091095331,WARRANTS,WARRANT ARREST,Saturday,10/24/2009,02:50,CENTRAL,"ARREST, BOOKED",3200 Block of VANNESS AV,-122.425221057967,37.8055600294296,"(37.8055600294296, -122.425221057967)",9109533163010
091095331,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,10/24/2009,02:50,CENTRAL,"ARREST, BOOKED",3200 Block of VANNESS AV,-122.425221057967,37.8055600294296,"(37.8055600294296, -122.425221057967)",9109533103014
091095228,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,10/24/2009,02:30,TENDERLOIN,NONE,HYDE ST / OFARRELL ST,-122.416261836834,37.7853750846376,"(37.7853750846376, -122.416261836834)",9109522803074
091095319,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,10/24/2009,02:24,NORTHERN,"ARREST, BOOKED",1900 Block of FILBERT ST,-122.431596666023,37.7985959280266,"(37.7985959280266, -122.431596666023)",9109531919090
091095319,OTHER OFFENSES,THROWING SUBSTANCE AT VEHICLE,Saturday,10/24/2009,02:24,NORTHERN,"ARREST, BOOKED",1900 Block of FILBERT ST,-122.431596666023,37.7985959280266,"(37.7985959280266, -122.431596666023)",9109531965070
091095212,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,10/24/2009,02:20,NORTHERN,"ARREST, CITED",PINE ST / VANNESS AV,-122.422139511488,37.7894107633457,"(37.7894107633457, -122.422139511488)",9109521265016
091095256,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,10/24/2009,02:20,MISSION,NONE,3100 Block of 16TH ST,-122.423001696251,37.7649050761616,"(37.7649050761616, -122.423001696251)",9109525604013
091098567,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,10/24/2009,02:12,SOUTHERN,NONE,1100 Block of MARKET ST,-122.412320907436,37.7807642254398,"(37.7807642254398, -122.412320907436)",9109856768020
096107555,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/24/2009,02:00,SOUTHERN,NONE,0 Block of BLUXOME ST,-122.396829271959,37.7767640297712,"(37.7767640297712, -122.396829271959)",9610755506244
091095278,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Saturday,10/24/2009,02:00,INGLESIDE,"ARREST, BOOKED",800 Block of ELLSWORTH ST,-122.416446124049,37.7329162539537,"(37.7329162539537, -122.416446124049)",9109527816622
091096157,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,10/24/2009,02:00,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.411965795229,37.7849141859562,"(37.7849141859562, -122.411965795229)",9109615706303
