id,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,statuses_count,utc_offset,time_zone,verified,geo_enabled,lang,profile_image_url,profile_background_image_url,profile_background_color,profile_link_color
23951197,Aaron Schock,aaronschock,"Peoria, IL","",,28196,903,1193,2009-03-12 14:04:15,329,2524,-18000,Quito,true,true,en,http://pbs.twimg.com/profile_images/378800000525490096/612535c29530d95adf5ce14a1a74f2db_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,5F97B3,0084B4
20209807,Ander Crenshaw,AnderCrenshaw,"Washington, D.C.","Member of Congress, FL-04",http://t.co/UaUgmO40lF,8670,221,781,2009-02-06 01:48:11,1,973,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/529438744/twitter_pic_normal.jpg,http://pbs.twimg.com/profile_background_images/54151761/tw.jpg,052841,093552
234797704,Rep. Austin Scott,AustinScottGA08,"Ashburn, GA",I am proud to represent the 8th Congressional District of Georgia.,http://t.co/GQwXIhub9a,7827,316,579,2011-01-06 16:01:46,7,1551,,,true,false,en,http://pbs.twimg.com/profile_images/1801707886/11-01-05_-_Ceremonial_Swearing_In_Photo__1__normal.jpg,http://pbs.twimg.com/profile_background_images/535023703/Twitter_Graphic.jpg,11172E,11172E
82453460,RepBThompson,BennieGThompson,"Bolton, Mississippi","",http://t.co/POCpyzRcHb,4793,410,330,2009-10-14 20:47:03,11,525,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/501754877597347841/O6OEfrSm_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
516880804,Betty McCollum,BettyMcCollum04,"St. Paul, MN","I am currently serving my seventh term in the United States Congress, representing the residents of Minnesota’s Fourth Congressional District.",http://t.co/uAK8PlcNYj,6638,805,399,2012-03-06 20:52:11,47,2642,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1877698367/Twitter_Headshot_0129_normal.jpg,http://pbs.twimg.com/profile_background_images/442880913/1024px-Stpaul-minneapolis.jpg,C0DEED,0084B4
74508260,"Bill Pascrell, Jr.",BillPascrell,"Paterson, NJ",I represent the 9th District of New Jersey in the House of Representatives. I currently serve on the Ways and Means and Budget Committees.,http://t.co/6xjU9xPLNs,4841,340,394,2009-09-15 17:54:32,12,910,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1318786984/23595_326400899155_303312929155_3795952_7045199_n_normal.jpg,http://pbs.twimg.com/profile_background_images/235835902/DSC_00331.JPG,C0DEED,0084B4
137823987,Blumenauer Media,BlumenauerMedia,"",Rep. Earl Blumenauer (OR-03) congressional account. Tweets are by staff.,http://t.co/xtsAE5Cp8T,2762,250,287,2010-04-27 21:48:06,0,355,-25200,Pacific Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1769543952/Earl_garden_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
15394954,U.S. Rep. Bob Latta,boblatta,"ÜT: 41.052377,-82.130057",Representing #OH5. Deputy Whip. Member of @HouseCommerce Committee. Vice Chairman of the Communications & Technology Subcommittee.,http://t.co/dSKBcpo6FL,15505,5896,1113,2008-07-11 18:33:24,403,5213,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/621369511636135937/Zk5PgsWw_normal.jpg,http://pbs.twimg.com/profile_background_images/33494886/latta-twt.gif,4F4F4F,3B94D9
30216513,Brad Sherman,BradSherman,"Sherman Oaks, CA",Serving California's San Fernando Valley.  Admission: Some of these tweets are prepared by my staff on my behalf. ReTweets are not an endorsement.,http://t.co/Ylyf3DDmjz,7873,112,615,2009-04-10 13:38:03,1,596,-25200,Pacific Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/131821361/Rep._Sherman_Official_Portrait.sm2_normal.jpg,http://abs.twimg.com/images/themes/theme15/bg.png,022330,0084B4
305620929,Dutch Ruppersberger,Call_Me_Dutch,"Washington, DC","U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.",http://t.co/uAblmVkUWN,5604,1174,434,2011-05-26 14:39:08,59,1745,-18000,Quito,true,false,en,http://pbs.twimg.com/profile_images/466663718932074497/Hzr9q14A_normal.jpeg,http://pbs.twimg.com/profile_background_images/309313437/ps_cap09.jpg,C0DEED,0084B4
15281676,Candice Miller,CandiceMiller,"Shelby Township, Michigan",Proudly serving Michigan's 10th Congressional District,http://t.co/esuuzCFSKM,9433,400,791,2008-06-30 19:41:17,2,637,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/555457855927500801/4B_45gkr_normal.jpeg,http://pbs.twimg.com/profile_background_images/2914039/cfiles5933.jpg,6890E3,E11414
17976923,CathyMcMorrisRodgers,cathymcmorris,"Spokane, WA & Washington, DC","Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.",http://t.co/tyngYTYPzM,23114,5233,1486,2008-12-08 23:17:15,508,4066,-25200,Pacific Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/528712597080506368/Jod4viTo_normal.png,http://pbs.twimg.com/profile_background_images/758531013/1c9f0bf291c6f93ddba21fe4a608bb39.jpeg,FFFFFF,0814FF
21312077,Charles Rangel,cbrangel,Washington DC,"Member of the US Congress proudly representing NY's 13th District.  Connect with me @cbrangel, http://t.co/OiROEsaZga and http://t.co/rVp2LcJ3KE.",http://t.co/JImz0RfSyV,22850,5047,1432,2009-02-19 16:17:10,551,5622,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/619883954313764864/W5b9_-9h_normal.jpg,http://pbs.twimg.com/profile_background_images/139209082/HARLEM4.PNG,F7F7F7,13B6ED
48086014,Chaka Fattah,chakafattah,Philly/LM/D.C.,"Father. Husband. Eagles! 20+year Congressman. Fighter 4 children, working families, neuroscience – 25M helped to date. Architect of GEARUP, AOTC & CORE Scholars",http://t.co/PNHmkTSkdp,11278,1566,835,2009-06-17 19:39:50,34,11149,-18000,Quito,true,true,en,http://pbs.twimg.com/profile_images/558286866839900160/z9aA7vI9_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
14984637,Chellie Pingree,chelliepingree,Maine -- the best place to be!,"Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",http://t.co/vYvpiUxqqo,11930,408,1009,2008-06-02 20:29:56,63,1484,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/83264312/twitterphoto_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
150078976,Chris Murphy,ChrisMurphyCT,"","U.S. Senator, Connecticut",,29451,129,1193,2010-05-31 01:22:43,507,7403,-10800,Atlantic Time (Canada),true,false,en,http://pbs.twimg.com/profile_images/605915158209126400/Ydibm5RT_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
18137749,Chris Van Hollen,ChrisVanHollen,Maryland's 8th District,"Ranking Member, @HouseBudgetDems. Represent Maryland's 8th District. Follows, replies & RTs ≠ endorsement.",http://t.co/F8xR5b0kZu,24343,3814,1119,2008-12-15 15:00:29,255,1381,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1299952607/cvhrandom4_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
10615232,ChuckGrassley,ChuckGrassley,Iowa,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. 
Also follow @GrassleyOffice for news releases.",http://t.co/qoyYav3Y3O,88943,14493,3720,2007-11-26 15:17:02,20,3929,-18000,Central Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/37902202/Official_Portrait__cropped__September_2007_normal.jpg,http://pbs.twimg.com/profile_background_images/195616043/Grssly_background5.jpg,9AE4E8,0000FF
188019606,James E. Clyburn,Clyburn,"Washington, DC","Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.",http://t.co/u4XE7mC7pW,28031,1071,1265,2010-09-07 18:50:22,36,1280,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1120632391/JEC_Photo_-_Twitter_normal.jpg,http://abs.twimg.com/images/themes/theme15/bg.png,022330,00A7C4
295685416,Mike Conaway,ConawayTX11,"",I am proud to serve the 11th Congressional District of Texas! I can be reached via website below or phone: 202-225-3605.,http://t.co/CR8m9Gxrif,4959,1423,427,2011-05-09 13:56:50,2,619,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/378800000851285720/a7a4a89aaed5c9dc32139c0d79c4ffcc_normal.jpeg,http://pbs.twimg.com/profile_background_images/570464784/44zu13tvmcsmnlqa9wmk.jpeg,F0F3F5,080808
25086658,Bill Posey,congbillposey,"Rockledge, FL","Congressman from Florida's 8th district, representing the Space and Treasure Coasts",http://t.co/tUCU5eCWsh,9559,938,815,2009-03-18 15:05:42,5,1143,-18000,Quito,true,false,en,http://pbs.twimg.com/profile_images/115078512/bill_headshotcompressed_normal.JPG,http://pbs.twimg.com/profile_background_images/818107772/b0a6e4645aec1bf74f0c6a2496036fc0.jpeg,02163D,1B4BA3
24183358,John Culberson,CongCulberson,"Houston, TX","Proud father, happy husband, Jeffersonian Republican. TX Congressman: Let Texans Run Texas.",http://t.co/ke4YUChbh2,6877,559,640,2009-03-13 14:54:29,22,1264,-10800,Atlantic Time (Canada),true,false,en,http://pbs.twimg.com/profile_images/959783016/n1751723339_5337_normal.jpg,http://pbs.twimg.com/profile_background_images/11692302/Thomas_Jefferson.jpg,C3D4D5,0084B4
233761277,Cong. Tim Huelskamp,CongHuelskamp,"Washington, D.C. ",Conservative representing Kansas First District in the U.S. House of Reps. http://t.co/QVnLuBoD,http://t.co/KiQoNwYcMr,12141,2421,781,2011-01-04 01:43:06,68,5464,-18000,Quito,true,true,en,http://pbs.twimg.com/profile_images/1253830027/Congressman_Huelskamp_Official_Headshot__Compressed__normal.jpg,http://pbs.twimg.com/profile_background_images/326137975/Tribute.jpg,C0DEED,0084B4
76132891,Cong. Mike Simpson,CongMikeSimpson,"Washington, D.C. ",U.S. Congressman from Idaho's 2nd Congressional District,http://t.co/lRNTKPfcmE,3780,69,360,2009-09-21 20:26:26,4,363,-21600,Mountain Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1622590441/Official_Photo_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
299883942,Cong. Steven Palazzo,CongPalazzo,Mississippi ,I proudly represent the Fourth Congressional District of Mississippi. For more information on my work in Congress please visit http://t.co/Ue63OYLp.,http://t.co/m7SGUgLrSj,6662,1628,421,2011-05-16 20:52:25,54,1411,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/2812376870/fb6be72e5d310f1d696bd677ed65fd66_normal.jpeg,http://pbs.twimg.com/profile_background_images/254525024/brand.JPG,C0DEED,0084B4
242761889,Dr. Dan Benishek,CongressmanDan,"Iron River, MI","I'm a doctor, not a career politician.  I'm working to ensure the citizens of Northern Michigan have their voices heard in Congress.",http://t.co/lTUc5982TQ,9203,7532,722,2011-01-25 14:54:16,12,547,-10800,Atlantic Time (Canada),true,false,en,http://pbs.twimg.com/profile_images/475998925137006593/KlZJBpam_normal.jpeg,http://pbs.twimg.com/profile_background_images/378800000095332730/d4aae95cd6f64e3dbc346661e48649ef.jpeg,C0DEED,0084B4
18967498,Glenn 'GT' Thompson,CongressmanGT,"Howard, Pennsylvania ",I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05,http://t.co/DvqrekKjtb,10442,2812,851,2009-01-14 04:54:58,52,4326,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/80797190/Offical_Photo_twitter_normal.JPG,http://pbs.twimg.com/profile_background_images/143962582/seal-footer.gif,383B78,0E17B5
2975091705,Congressman Hice,CongressmanHice,"Monroe, GA; Wash., D.C.",Congressman Hice is honored to serve Georgia's 10th Congressional District.,http://t.co/A3NK9zJVk8,982,438,63,2015-01-12 18:48:35,39,136,,,true,false,en,http://pbs.twimg.com/profile_images/554717519135522816/xNB3Iani_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
1089859058,Raul Ruiz ,CongressmanRuiz,"",Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.,http://t.co/sgTdElO4,2879,1,268,2013-01-14 18:58:43,0,208,-14400,Eastern Time (US & Canada),false,false,en,http://pbs.twimg.com/profile_images/3109371960/abcc78e171a1bc5232a05b221ac6d6a3_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
22831059,Rep. Cynthia Lummis,CynthiaLummis,Wyoming and Washington D.C.,Proud to represent the people of Wyoming in the U.S. House of Representatives.,http://t.co/bSPiTCeFvE,11515,6261,932,2009-03-04 20:44:59,1,1375,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/87805738/Official_Photo_-_Compressed_normal.jpg,http://pbs.twimg.com/profile_background_images/131775169/mqmountainlake.br.jpg,8695B6,2665C0
22509548,Darrell Issa,DarrellIssa,"Vista, CA & Washington, DC","I work for CA-49 and I Chair the Subcommittee on Courts, Intellectual Property, and the Internet.  I greatly enjoy an #OPEN, accessible, & uncensored internet.",http://t.co/L3qF1BVDjB,193834,35474,4863,2009-03-02 17:39:00,897,19557,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/454338555456663552/phM7MZu5_normal.jpeg,http://pbs.twimg.com/profile_background_images/784712716/7bdaba8bf85dbc35abbf4dc8fea3838f.png,EBEBEB,5A656B
510516465,Dave Loebsack,daveloebsack,Iowa's 2nd District,Fighting for the hardworking people of Iowa,,3085,554,269,2012-03-01 16:52:06,3,499,,,true,true,en,http://pbs.twimg.com/profile_images/476023485647437826/xnIR5tUD_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,121DE8
16102244,Dave Reichert,davereichert,"Auburn, Washington",Representative of the Eighth Congressional District in Washington State,http://t.co/xGxisoccFO,10026,3026,922,2008-09-02 20:12:26,0,1964,-25200,Pacific Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/75071220/Reichert_013_normal.jpg,http://abs.twimg.com/images/themes/theme13/bg.gif,B2DFDA,93A644
235312723,Scott DesJarlais,DesJarlaisTN04,"",Republican Congressman for Tennessee's 4th Congressional District.,http://t.co/omXrQSGbn2,7510,1110,598,2011-01-07 21:47:44,18,2576,-10800,Atlantic Time (Canada),true,true,en,http://pbs.twimg.com/profile_images/1264997339/DesJarlais.OfficialPhoto_normal.jpg,http://pbs.twimg.com/profile_background_images/322548805/iStock_000011580148Large.jpg,022330,0084B4
3122099613,Donald Norcross,Donald_Norcross,"",Representing New Jersey's 1st District in the U.S. House of Representatives,http://t.co/yD13GE8LK4,275,155,11,2015-03-27 20:08:34,32,348,-25200,Pacific Time (US & Canada),false,false,en,http://pbs.twimg.com/profile_images/598919757740548098/OYXiqnJv_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,000000,3B94D9
38254095,Rep. Doris Matsui,DorisMatsui,"Sacramento, CA",Doris represents California's 6th Congressional District - including the capital city of Sacramento. She is a Member of the Energy and Commerce Committee.,http://t.co/dt820eUUHc,11171,8407,664,2009-05-06 19:20:50,17,1450,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1247210808/dom_photo_normal.JPG,http://pbs.twimg.com/profile_background_images/754518099/4a78f4e60385da28c2f1de27c801ace3.jpeg,D4CCE8,48487A
52503751,Dr. Phil Roe,DrPhilRoe,East Tennessee,"Official Account of Rep. Phil Roe, MD (R-TN). Chair of @EdWorkforce's HELP Subcommittee, member of @HouseVetAffairs & co-chair of @gopdoccaucus.",http://t.co/eWYX8wFvy7,9168,255,729,2009-06-30 20:07:34,10,1758,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/532903557498810368/vc6FFA05_normal.jpeg,http://pbs.twimg.com/profile_background_images/45102523/flag3.JPG,050D4D,0084B4
23600262,Eleanor H. Norton,EleanorNorton,"Washington, DC",Member of the U.S. Congress,http://t.co/eAj7qkFezL,15771,808,1019,2009-03-10 14:47:46,24,1955,-14400,Indiana (East),true,true,en,http://pbs.twimg.com/profile_images/593777800588328960/HlNwgiwl_normal.jpg,http://pbs.twimg.com/profile_background_images/266506620/twitpic8.jpg,023161,D6930D
17896154,Blake Farenthold,farenthold,"Corpus Christi, TX",Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport,http://t.co/pkXZtbphWU,7537,957,639,2008-12-05 12:32:52,57,4095,-18000,Central Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/1427565328/CBF_Radio2_normal.jpg,http://pbs.twimg.com/profile_background_images/477148860/farenthold_twitter.jpg,081B38,0084B4
31801993,Rep. Frank Pallone,FrankPallone,#NJ,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",http://t.co/YkjqVYrbQ7,14541,939,1058,2009-04-16 13:51:56,3,6233,-18000,Quito,true,false,en,http://pbs.twimg.com/profile_images/1274536430/USE_webversion_normal.jpg,http://abs.twimg.com/images/themes/theme14/bg.gif,2B590F,009999
78445977,Gerry Connolly,GerryConnolly,Virginia's 11th District,Proudly representing Virginia's 11th District,http://t.co/7ISItH318T,8174,205,608,2009-09-29 23:17:33,0,3528,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/624561958763663360/EP8mznLH_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
432676344,G. K. Butterfield,GKButterfield,"","The Official Twitter Page of U.S. Congressman G. K. Butterfield, 1st District of North Carolina",http://t.co/0Be8EM6qOP,5562,363,381,2011-12-09 17:17:22,31,1228,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/570970632758636544/3TqSV_Aq_normal.jpeg,http://pbs.twimg.com/profile_background_images/440965485476081664/qKBZdwjL.jpeg,022330,005FB3
19739126,Kevin McCarthy,GOPLeader,California,I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives. Follow me on Facebook: https://t.co/y9pvnqlAnR,http://t.co/8SyezFGtxi,59833,1314,2251,2009-01-29 22:28:48,501,6354,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/519518721065242625/udxLEfl1_normal.jpeg,http://pbs.twimg.com/profile_background_images/640120765/q4o65dnzaq6wuctbur5l.jpeg,3B94D9,2B4078
161411080,Rep.Grace Napolitano,gracenapolitano,"El Monte, CA",Congresswoman from California's 32nd Congressional District in the US House of Representatives,http://t.co/JXUiD742xC,8185,257,628,2010-06-30 19:48:06,17,1001,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/463688165140619266/qoncv3qd_normal.jpeg,http://pbs.twimg.com/profile_background_images/118513226/xa45ad2a8f66a29368e4f49df8acbb25.png,004780,304896
14845376,Lindsey Graham,GrahamBlog,"Washington, DC",Twitter feed for U.S. Senator Lindsey Graham of South Carolina.,http://t.co/x7LZALizg6,75741,2156,2871,2008-05-20 13:57:21,0,3962,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/2167513251/LG_Testifying2_normal.jpg,http://pbs.twimg.com/profile_background_images/224734998/xa8a44afd7bd99682ddacb4c46ac30ba.png,001D48,0B6D91
23712174,Gregg Harper,GreggHarper,"Pearl, Mississippi",Devoted husband. Loving father. Principled conservative.,http://t.co/aOKyO7wSYD,11793,421,779,2009-03-11 03:02:52,194,2514,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/562659333029130242/RHnhESLg_normal.jpeg,http://pbs.twimg.com/profile_background_images/788238158/e0dc4f33f92c360d1fa771233081f825.png,FFFFFF,666666
22812754, Gregory Meeks,GregoryMeeks,"Queens, New York",Proudly serving the 5th Congressional District of New York.,http://t.co/k57Evp0k42,10747,561,802,2009-03-04 18:36:27,6,1718,-18000,Central Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/487647096544055296/jhLh0UxZ_normal.png,http://pbs.twimg.com/profile_background_images/378800000097146493/f30d820fb983d982d9c400ac31986773.jpeg,94B3C2,0054B3
242926427,JaimeHerreraBeutler,HerreraBeutler,"","I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the US Congress. Want regular email updates? http://t.co/sZutp93Fhg",http://t.co/g23DlVNdtc,6772,1141,551,2011-01-25 22:36:44,0,293,-25200,Pacific Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/510487926900150272/UksS2ekj_normal.jpeg,http://pbs.twimg.com/profile_background_images/778641369/32fdbd80c31cfe58ca60b64e1fe29e3b.jpeg,D6083C,0084B4
2963445730,Rep. Will Hurd,HurdOnTheHill,#TX23,"San Antonio native, @TAMU grad, former undercover CIA officer, cybersecurity expert, Chair of IT Subcommittee on @GOPOversight, also on @HouseHomeland",http://t.co/w6EN71cdoK,2621,415,146,2015-01-06 04:27:18,635,832,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/618419352388284416/zbB9hOab_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
20546536,Inhofe Press Office,InhofePress,"Washington, D.C.",Press Office of U.S. Senator Jim Inhofe (R-Okla.),http://t.co/LTm3F6nWGC,11200,1369,841,2009-02-10 21:12:51,10,5547,-18000,Central Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/3095762272/f240385c55677aec82058399ac3b8e6a_normal.jpeg,http://pbs.twimg.com/profile_background_images/4389824/twitter3.jpg,F0EDF3,FF0000
80612021,Sheila Jackson Lee,JacksonLeeTX18,"Houston, TX","Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives",http://t.co/2PoJmDyYh0,16138,1429,887,2009-10-07 16:13:13,160,2872,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/610488975061590016/E5Si4P-N_normal.jpg,http://pbs.twimg.com/profile_background_images/449612072267964416/K_VKw520.jpeg,F5F7FF,0A2AFC
31611298,Jim Himes,jahimes,CT and DC,Congressman proudly representing Connecticut's 4th,http://t.co/vS84o70rNB,17675,534,958,2009-04-16 02:38:33,8,5820,-18000,Central Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/621159820876480512/dRgZAzZB_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
24195214,Jan Schakowsky,janschakowsky,"Washington, DC","Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District",http://t.co/qdNbWpz49j,16593,1061,1115,2009-03-13 16:03:17,155,3347,-14400,Eastern Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/514486647430193152/KgIl6k8w_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
15361570,Jared Polis,jaredpolis,"Boulder, CO","father, entrepreneur,education reform, baseball, tech, politics, gaymer; also follow my Congressional twitter @RepJaredPolis & campaign @Polis4Congress",http://t.co/YFBawl0Mhg,32778,3243,1772,2008-07-09 03:04:04,2173,3913,-21600,Mountain Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/600324022778355712/i4BbOQni_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,0099B9
17800215,Jason Chaffetz,jasoninthehouse,Utah/Washington D.C.,"United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",http://t.co/V5xxDxy4AZ,90014,19392,2675,2008-12-02 04:59:53,2,5924,-21600,Mountain Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/3050744409/c096f91d5d0e4d471d6ce8eaad2da036_normal.jpeg,http://pbs.twimg.com/profile_background_images/752655005/4294a0705483dafa00851e69428835d4.jpeg,2513AD,0D0DA8
16056306,Jeff Flake,JeffFlake,"Mesa, AZ",Senator from Arizona,,26651,206,1798,2008-08-30 17:00:58,13,1336,-18000,Quito,true,false,en,http://pbs.twimg.com/profile_images/3088681915/62adc90774fc399d3722e3df422994ba_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
18805303,Jeff Fortenberry,JeffFortenberry,"Lincoln, NE / Washington, D.C.",U.S. Representative for the First Congressional District of Nebraska,http://t.co/beLyQVqp1e,10469,2186,849,2009-01-09 16:14:19,0,1578,-18000,Central Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/311530607/twitterphoto_normal.jpg,http://pbs.twimg.com/profile_background_images/194348657/twitter_1.jpg,294255,0C0552
18632666,Jerry Moran,JerryMoran,Kansas,Proud to represent Kansans in the United States Senate,http://t.co/CBA3beMHNs,19307,3014,1295,2009-01-05 14:25:22,184,3135,-18000,Central Time (US & Canada),true,true,en,http://pbs.twimg.com/profile_images/586302566138392576/MTb0-RE4_normal.jpg,http://pbs.twimg.com/profile_background_images/461282822599098368/UYEy7ENK.jpeg,0F3254,0F3254
18166778,Rep. Jim Jordan,Jim_Jordan,"Washington, D.C. ",Proudly serving Ohio's beautiful fourth district.,http://t.co/c12aOiA0EU,21013,5251,1265,2008-12-16 17:20:24,0,1461,-18000,Central Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/596012379231617025/TtrAXbnA_normal.jpg,http://pbs.twimg.com/profile_background_images/3627543/american-flag-2a.jpg,FFFFFF,4F90DB
18909919,Jim Langevin,jimlangevin,"Warwick, RI and Washington, DC",Congressman for Rhode Island's   Second District,http://t.co/b5flQt30hG,10601,3352,656,2009-01-12 18:36:58,1041,4649,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/601406584728748033/7161SuAe_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4
851621377,Sensenbrenner Press,JimPressOffice,"","Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",http://t.co/VNdLE9VEEs,2195,417,262,2012-09-28 19:31:33,54,300,,,true,false,en,http://pbs.twimg.com/profile_images/2659424639/12c9b56de5ac988cf09e6eb02dddb4b4_normal.jpeg,http://pbs.twimg.com/profile_background_images/671689603/b6557cf4edb385e5ea2c9c0040826994.jpeg,C0DEED,0084B4
231510077,Joaquin Castro ,JoaquinCastrotx,"San Antonio, Texas",Texas Congressman,http://t.co/SBuEnv1k,29125,660,840,2010-12-28 18:41:02,519,4821,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1268126174/Joaquin_Castro_in_2008_normal.jpg,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,009999
5558312,Senator John Boozman,JohnBoozman,Arkansas,Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843,http://t.co/PnVwyyvcAT,23486,586,1584,2007-04-27 16:05:52,22,1830,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/1252648707/Senator_John_Boozman_-_twitter2_normal.jpg,http://pbs.twimg.com/profile_background_images/438034918/boozman_twitter.jpg,1A1B1F,A60000
237770636,Rep. John Carney,JohnCarneyDE,"Delaware and Washington, D.C.",Official Twitter page for U.S. Representative John Carney (D-DE). http://t.co/tdz4voj10e,,8821,1080,516,2011-01-13 15:58:13,58,1431,-14400,Eastern Time (US & Canada),true,false,en,http://pbs.twimg.com/profile_images/378800000678114104/f511ad7d5c112fd80bf2d032d21fb58d_normal.jpeg,http://pbs.twimg.com/profile_background_images/378800000083523185/766a7d793248e5fb5ac0acf168cc995a.jpeg,022330,0084B4
